,gender,age,education,activity_work,educational_level,voted,party,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,ppltrst,pplfair,pplhlp,atchctr,atcherp
17486,Male,18,5.0,2,lower_educated,3,Not applicable*,7,9,10,8,6,8,7,8,4,5,9,8
17487,Male,79,10.0,6,mid_educated,1,People's Party for Freedom and Democracy,4,5,7,4,5,6,6,5,8,5,7,7
17488,Male,23,4.0,1,lower_educated,2,Not applicable*,1,2,0,1,1,2,2,4,4,5,7,7
17489,Female,29,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,8,8,8,7,7,8,8,5,6,7,9,9
17490,Female,33,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,6,6,7,5,5,5,5,6,6,6,8,8
17491,Female,55,17.0,1,highly_educated,1,Christian Democratic Appeal,6,7,7,7,5,7,7,8,8,8,7,7
17492,Female,60,14.0,1,highly_educated,1,Democrats '66,6,7,8,6,6,6,7,9,9,7,9,7
17493,Male,38,10.0,1,mid_educated,1,Forum for Democracy,3,6,7,1,1,1,5,5,7,3,7,2
17494,Male,62,16.0,1,highly_educated,1,Christian Democratic Appeal,6,5,7,5,7,4,6,9,8,4,8,3
17495,Female,25,15.0,1,highly_educated,1,Green Left,5,8,8,3,4,6,8,8,6,6,8,8
17496,Female,40,10.0,1,mid_educated,8,Not applicable*,4,6,7,5,5,3,88,7,7,6,7,6
17497,Female,57,14.0,1,highly_educated,1,Democrats '66,7,8,8,7,7,7,8,7,7,7,8,7
17498,Female,74,3.0,6,lower_educated,1,Don't know*,4,5,7,5,5,5,5,5,5,6,6,4
17499,Female,58,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,4,4,4,4,5,6,0,5,7,7,5
17500,Male,75,16.0,6,highly_educated,1,Christian Union,6,8,9,4,6,6,5,8,9,5,7,5
17501,Male,72,6.0,6,mid_educated,1,Refusal*,6,5,5,6,7,7,6,7,6,4,8,8
17502,Female,37,17.0,1,highly_educated,1,Democrats '66,7,8,7,88,6,8,8,9,8,7,4,7
17503,Female,17,3.0,2,lower_educated,3,Not applicable*,9,8,9,9,7,8,6,8,8,9,6,6
17504,Female,76,3.0,6,lower_educated,1,Christian Democratic Appeal,5,6,8,6,6,5,6,7,8,8,7,6
17505,Male,16,2.0,8,lower_educated,3,Not applicable*,8,9,9,7,7,9,9,6,7,7,7,5
17506,Male,39,2.0,1,lower_educated,1,Party for Freedom,3,6,6,5,5,3,3,6,7,7,5,5
17507,Male,32,14.0,8,highly_educated,1,Party for Freedom,7,8,9,6,6,7,7,5,8,5,8,7
17508,Female,22,6.0,1,mid_educated,1,Democrats '66,7,6,7,5,5,8,8,7,6,5,6,7
17509,Female,49,4.0,1,lower_educated,3,Not applicable*,0,6,8,0,5,5,8,5,5,7,8,5
17510,Female,70,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,5,4,5,4,4,4,6,5,7,6,8,6
17511,Male,76,14.0,6,highly_educated,1,Labour Party,8,9,9,7,7,8,9,8,8,7,8,8
17512,Female,62,8.0,1,mid_educated,1,Don't know*,4,6,7,3,4,3,4,6,9,5,8,6
17513,Male,64,4.0,1,lower_educated,1,People's Party for Freedom and Democracy,8,8,9,8,6,5,8,8,9,3,10,10
17514,Female,49,7.0,1,mid_educated,2,Not applicable*,7,7,7,4,8,3,0,5,5,1,8,6
17515,Female,84,3.0,6,lower_educated,1,Socialist Party,7,10,10,5,5,88,8,3,10,5,6,4
17516,Female,53,9.0,1,mid_educated,1,Socialist Party,7,5,6,1,4,3,7,4,4,4,6,6
17517,Female,43,4.0,5,lower_educated,2,Not applicable*,4,4,9,4,2,4,1,5,5,6,8,6
17518,Female,41,14.0,1,highly_educated,3,Not applicable*,9,10,9,7,7,8,5,7,10,8,9,77
17519,Female,38,16.0,8,highly_educated,1,Volt,6,7,7,4,4,88,8,9,7,6,7,6
17520,Female,37,16.0,1,highly_educated,1,Green Left,5,4,6,5,5,7,7,8,7,7,8,5
17521,Female,69,4.0,8,lower_educated,1,People's Party for Freedom and Democracy,6,6,5,5,6,6,7,5,6,8,7,5
17522,Female,41,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,4,7,4,5,6,4,7,6,7,9,7
17523,Female,18,2.0,2,lower_educated,2,Not applicable*,6,6,8,7,7,7,88,3,7,4,6,6
17524,Female,61,16.0,1,highly_educated,1,Christian Democratic Appeal,5,7,8,5,5,6,7,9,9,7,8,7
17525,Male,80,15.0,6,highly_educated,1,Reformed Political Party,2,5,5,3,0,0,3,3,7,3,0,0
17526,Male,49,16.0,1,highly_educated,3,Not applicable*,5,5,8,2,1,0,0,4,8,6,0,8
17527,Female,53,8.0,1,mid_educated,2,Not applicable*,6,4,6,6,6,6,6,7,6,8,5,6
17528,Male,52,9.0,1,mid_educated,1,Don't know*,0,0,4,0,2,0,3,4,5,6,4,4
17529,Female,35,15.0,1,highly_educated,3,Not applicable*,8,7,6,6,5,6,5,4,4,6,8,5
17530,Male,46,9.0,1,mid_educated,2,Not applicable*,4,4,5,5,1,5,4,6,5,4,8,6
17531,Male,58,10.0,1,mid_educated,1,Democrats '66,5,8,10,4,4,4,7,6,8,7,9,6
17532,Female,81,14.0,6,highly_educated,1,Christian Democratic Appeal,7,7,7,7,7,6,7,7,7,6,8,8
17533,Male,41,9.0,1,mid_educated,1,Don't know*,4,3,4,0,3,3,88,3,5,3,5,4
17534,Female,77,9.0,6,mid_educated,1,Christian Democratic Appeal,6,7,6,5,5,8,8,7,8,6,7,6
17535,Male,81,3.0,6,lower_educated,1,Christian Democratic Appeal,1,1,7,1,1,0,0,5,3,2,7,7
17536,Female,56,10.0,1,mid_educated,1,Socialist Party,5,88,7,6,1,1,4,8,8,6,8,4
17537,Female,66,17.0,1,highly_educated,1,BoerBurgerBeweging,7,8,8,7,6,6,6,8,7,7,10,8
17538,Female,64,17.0,1,highly_educated,1,Volt,6,8,8,5,6,6,7,8,8,6,8,6
17539,Female,35,9.0,1,mid_educated,1,Party for Freedom,3,4,7,3,3,3,2,3,3,4,3,4
17540,Male,43,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,6,6,7,7,5,8,5,8,6
17541,Female,21,9.0,1,mid_educated,1,JA21,88,88,7,88,88,88,88,3,4,6,8,8
17542,Male,71,4.0,6,lower_educated,1,Socialist Party,8,8,9,7,7,7,8,7,7,7,8,7
17543,Male,41,16.0,1,highly_educated,1,Other,9,10,10,5,5,7,8,8,8,7,9,9
17544,Female,56,15.0,1,highly_educated,1,Democrats '66,8,8,7,7,6,7,6,7,7,6,9,9
17545,Female,48,13.0,1,highly_educated,1,Party for the Animals,1,3,4,0,6,2,6,4,3,1,1,2
17546,Female,53,4.0,1,lower_educated,1,Party for Freedom,4,5,8,4,6,6,6,7,7,4,5,5
17547,Female,17,2.0,2,lower_educated,3,Not applicable*,5,10,10,5,5,88,88,5,5,5,8,8
17548,Male,20,9.0,1,mid_educated,3,Not applicable*,5,7,8,5,4,6,8,7,7,6,4,3
17549,Male,40,16.0,5,highly_educated,1,Other,5,7,8,3,4,5,5,5,5,7,5,5
17550,Male,63,2.0,1,lower_educated,1,DENK,0,6,7,6,2,1,1,5,8,10,10,6
17551,Female,49,16.0,1,highly_educated,1,Labour Party,6,7,8,6,5,88,88,7,8,6,5,2
17552,Male,16,2.0,2,lower_educated,3,Not applicable*,8,7,9,6,7,9,10,7,6,8,8,7
17553,Male,65,17.0,1,highly_educated,1,Democrats '66,6,8,7,6,5,6,5,5,5,4,8,7
17554,Female,50,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,6,7,8,6,6,88,6,8,7,5,8,6
17555,Male,54,6.0,1,mid_educated,1,Christian Democratic Appeal,4,6,6,5,5,5,6,4,6,4,7,7
17556,Female,45,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,5,5,6,4,3,5,5,4,6,6,7,7
17557,Female,41,10.0,1,mid_educated,1,Labour Party,8,8,8,7,7,8,88,6,7,6,8,6
17558,Male,40,14.0,1,highly_educated,1,Party for the Animals,7,9,9,6,6,7,7,8,8,5,6,6
17559,Male,55,11.0,1,mid_educated,1,People's Party for Freedom and Democracy,8,9,7,7,6,6,8,5,7,7,3,3
17560,Male,22,10.0,1,mid_educated,2,Not applicable*,6,6,7,5,4,6,3,7,7,4,2,2
17561,Female,39,14.0,1,highly_educated,1,Labour Party,6,6,7,5,6,4,8,5,7,3,7,5
17562,Female,59,17.0,1,highly_educated,1,Labour Party,9,10,7,8,8,8,9,9,9,8,8,7
17563,Female,29,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,6,8,5,6,7,7,7,8,8,8,7
17564,Male,38,16.0,1,highly_educated,1,Christian Union,6,9,10,8,3,8,9,8,7,1,9,6
17565,Male,56,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,8,9,9,7,7,5,5,8,7,7,9,5
17566,Female,18,6.0,2,mid_educated,3,Not applicable*,7,6,8,7,7,7,7,7,5,7,8,7
17567,Male,55,17.0,3,highly_educated,2,Not applicable*,5,8,5,5,5,4,6,10,10,6,9,3
17568,Female,17,4.0,2,lower_educated,3,Not applicable*,8,7,8,8,7,7,8,4,8,8,6,8
17569,Female,44,9.0,1,mid_educated,1,Christian Union,2,6,7,2,2,88,5,8,8,6,8,3
17570,Male,63,17.0,1,highly_educated,1,Labour Party,7,8,8,7,7,7,8,6,6,5,7,7
17571,Male,73,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,6,7,8,6,6,5,6,7,6,8,10,6
17572,Female,86,3.0,8,lower_educated,8,Not applicable*,88,88,88,88,88,88,88,2,2,2,10,2
17573,Female,24,15.0,4,highly_educated,1,Volt,7,9,10,4,2,7,8,8,8,4,5,7
17574,Male,37,17.0,88,highly_educated,1,Democrats '66,5,6,4,3,5,6,5,8,8,5,7,8
17575,Male,69,10.0,6,mid_educated,1,Labour Party,8,9,7,4,3,4,6,7,7,4,10,9
17576,Female,27,17.0,1,highly_educated,1,Green Left,7,7,8,6,6,7,7,8,7,6,9,7
17577,Female,55,3.0,1,lower_educated,1,People's Party for Freedom and Democracy,7,7,7,8,7,7,7,8,9,4,5,5
17578,Male,53,3.0,1,lower_educated,1,Christian Union,5,6,6,5,5,5,6,7,7,6,6,6
17579,Male,46,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,7,7,8,8,6,7,9,8,8,5,2
17580,Male,63,3.0,1,lower_educated,1,People's Party for Freedom and Democracy,6,6,8,4,5,5,6,6,6,4,9,8
17581,Female,41,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,6,7,7,7,7,7,8,8,5,8,6
17582,Female,75,3.0,6,lower_educated,2,Not applicable*,6,6,6,5,5,6,7,5,6,5,10,7
17583,Female,28,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,7,6,8,7,7,7,5,4,4,7,7
17584,Male,79,2.0,6,lower_educated,2,Not applicable*,3,5,8,0,3,4,5,5,5,7,10,4
17585,Male,16,1.0,9,lower_educated,2,Not applicable*,7,7,6,7,7,7,88,4,3,7,5,7
17586,Female,65,14.0,1,highly_educated,1,Labour Party,6,7,7,5,7,6,7,7,9,8,7,7
17587,Female,21,6.0,2,mid_educated,1,Party for Freedom,5,7,8,5,4,5,6,7,8,6,8,6
17588,Male,61,3.0,1,lower_educated,2,Not applicable*,2,2,2,1,1,1,1,3,4,7,8,5
17589,Female,61,10.0,1,mid_educated,2,Not applicable*,5,5,6,3,3,4,88,7,7,7,8,5
17590,Female,26,16.0,1,highly_educated,1,Democrats '66,7,8,8,6,7,7,7,7,7,4,3,6
17591,Male,28,14.0,1,highly_educated,1,Reformed Political Party,6,9,9,6,6,8,8,7,6,4,8,6
17592,Female,75,9.0,8,mid_educated,1,People's Party for Freedom and Democracy,6,5,7,7,5,5,7,5,8,8,9,7
17593,Female,49,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,8,8,4,6,88,7,7,7,4,7,6
17594,Female,36,9.0,5,mid_educated,1,People's Party for Freedom and Democracy,0,0,6,0,0,0,1,7,5,4,6,2
17595,Female,52,10.0,1,mid_educated,1,Forum for Democracy,2,2,5,1,2,2,4,7,8,7,6,4
17596,Male,75,4.0,6,lower_educated,1,Democrats '66,5,7,6,5,5,5,3,5,5,7,8,8
17597,Female,57,14.0,1,highly_educated,1,Don't know*,6,7,8,5,5,6,7,8,7,7,0,9
17598,Female,16,2.0,2,lower_educated,3,Not applicable*,4,6,6,3,3,5,7,6,7,7,8,8
17599,Female,39,16.0,1,highly_educated,2,Not applicable*,3,0,88,88,1,88,88,8,5,5,7,8
17600,Female,39,17.0,1,highly_educated,1,Green Left,7,8,8,7,7,8,8,6,6,7,8,7
17601,Female,66,3.0,1,lower_educated,1,Socialist Party,5,5,6,5,5,5,5,3,4,6,7,6
17602,Male,66,14.0,1,highly_educated,1,Labour Party,8,8,8,7,7,8,8,8,8,8,9,8
17603,Male,59,3.0,5,lower_educated,1,Party for Freedom,6,9,9,10,9,9,88,7,9,7,9,9
17604,Male,71,5555.0,6,,1,Green Left,5,4,4,3,3,5,5,5,5,7,7,5
17605,Male,58,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,7,6,6,6,7,7,5,8,5
17606,Female,35,14.0,1,highly_educated,2,Not applicable*,6,4,8,4,5,4,4,6,8,6,10,8
17607,Female,43,14.0,8,highly_educated,1,Christian Democratic Appeal,5,7,7,6,5,88,5,4,5,7,8,5
17608,Male,57,16.0,1,highly_educated,1,Party for Freedom,4,6,6,2,3,4,1,5,7,3,8,6
17609,Male,16,2.0,2,lower_educated,3,Not applicable*,5,4,6,5,5,7,2,6,4,5,7,7
17610,Female,20,7.0,2,mid_educated,3,Not applicable*,8,9,8,6,7,8,8,7,8,7,8,7
17611,Female,46,10.0,1,mid_educated,1,Democrats '66,5,7,5,5,6,6,6,7,7,5,7,6
17612,Female,22,10.0,2,mid_educated,1,People's Party for Freedom and Democracy,7,9,7,6,5,5,5,3,6,3,7,5
17613,Male,69,17.0,6,highly_educated,1,Democrats '66,6,9,9,6,7,7,7,7,8,7,7,8
17614,Female,77,13.0,6,highly_educated,1,Democrats '66,5,8,8,7,5,8,7,8,8,8,8,8
17615,Male,71,16.0,6,highly_educated,1,People's Party for Freedom and Democracy,7,9,7,5,4,4,8,7,8,7,8,4
17616,Male,27,9.0,1,mid_educated,2,Not applicable*,2,4,6,1,3,1,88,6,7,3,2,4
17617,Male,40,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,3,4,6,3,3,2,88,3,5,2,3,0
17618,Male,75,4.0,6,lower_educated,1,People's Party for Freedom and Democracy,7,8,8,7,6,7,5,7,8,8,8,8
17619,Female,60,17.0,1,highly_educated,1,Labour Party,7,7,8,7,7,6,7,7,7,6,7,7
17620,Male,43,15.0,1,highly_educated,3,Not applicable*,3,5,8,2,4,0,0,7,7,7,10,4
17621,Female,51,13.0,1,highly_educated,1,Green Left,7,8,6,6,5,7,8,9,9,6,9,8
17622,Male,56,16.0,1,highly_educated,1,Democrats '66,6,7,7,6,6,7,7,8,7,5,8,8
17623,Male,64,16.0,1,highly_educated,2,Not applicable*,5,7,5,4,4,5,7,8,7,8,6,6
17624,Male,35,14.0,1,highly_educated,1,Democrats '66,7,5,8,6,6,7,7,4,6,3,2,4
17625,Male,42,18.0,1,highly_educated,1,Labour Party,5,10,6,6,6,6,7,10,5,8,7,8
17626,Female,25,10.0,1,mid_educated,1,Labour Party,5,7,7,3,5,5,6,6,7,7,2,2
17627,Female,33,10.0,1,mid_educated,1,Forum for Democracy,2,2,4,2,3,1,1,9,9,3,1,1
17628,Male,34,10.0,1,mid_educated,1,Democrats '66,8,8,9,6,7,7,7,8,8,7,8,6
17629,Female,79,4.0,6,lower_educated,1,People's Party for Freedom and Democracy,7,7,7,7,5,7,8,3,6,6,8,8
17630,Female,31,17.0,1,highly_educated,1,Party for the Animals,6,7,7,6,6,6,7,7,8,7,8,7
17631,Male,25,15.0,2,highly_educated,1,Socialist Party,6,6,7,5,5,6,6,4,4,3,4,4
17632,Female,51,3.0,5,lower_educated,8,Not applicable*,3,4,7,4,3,2,5,7,7,3,3,4
17633,Male,26,17.0,1,highly_educated,1,Volt,9,10,8,7,7,6,6,6,6,5,7,8
17634,Female,32,16.0,8,highly_educated,1,Christian Union,7,7,7,4,4,6,6,6,8,4,5,2
17635,Female,16,2.0,2,lower_educated,3,Not applicable*,7,8,7,7,6,6,88,7,8,5,6,6
17636,Female,30,9.0,8,mid_educated,1,Forum for Democracy,0,88,88,0,2,88,88,3,3,3,5,6
17637,Male,68,3.0,1,lower_educated,1,People's Party for Freedom and Democracy,2,2,4,2,5,2,7,4,6,4,6,2
17638,Female,81,14.0,8,highly_educated,1,Party for the Animals,6,7,7,7,6,6,7,7,7,8,10,8
17639,Male,40,10.0,1,mid_educated,1,Green Left,7,8,8,7,7,7,7,8,8,7,8,7
17640,Male,52,17.0,1,highly_educated,1,Volt,6,8,8,4,6,7,7,8,7,6,8,7
17641,Male,44,17.0,1,highly_educated,1,Christian Democratic Appeal,7,9,10,4,7,8,9,8,8,4,8,7
17642,Male,80,14.0,6,highly_educated,1,Christian Union,0,6,5,0,4,5,5,8,7,5,7,3
17643,Female,54,13.0,1,highly_educated,1,Democrats '66,4,7,8,6,7,5,7,7,7,4,4,8
17644,Female,64,8.0,8,mid_educated,1,Party for the Animals,3,6,7,3,4,5,7,7,8,8,7,7
17645,Male,55,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,10,10,10,8,8,8,8,8,8,7,8,8
17646,Male,61,14.0,5,highly_educated,1,Don't know*,4,3,2,1,1,0,1,7,6,7,3,1
17647,Male,85,1.0,6,lower_educated,1,Labour Party,5,7,9,6,8,5,2,6,3,2,8,5
17648,Male,84,7.0,6,mid_educated,1,Christian Democratic Appeal,7,8,8,6,6,6,7,7,7,7,1,1
17649,Male,30,14.0,1,highly_educated,2,Not applicable*,8,9,9,6,6,4,4,6,7,4,3,3
17650,Female,38,10.0,8,mid_educated,2,Not applicable*,4,4,7,3,4,4,4,4,4,4,7,0
17651,Male,71,17.0,6,highly_educated,1,Green Left,6,9,9,4,6,7,8,7,8,5,8,8
17652,Female,54,10.0,5,mid_educated,1,Socialist Party,1,4,5,2,1,0,4,2,4,5,8,8
17653,Male,41,17.0,4,highly_educated,1,Democrats '66,6,7,8,5,7,6,8,8,6,6,7,8
17654,Male,78,13.0,6,highly_educated,1,Socialist Party,4,7,8,4,4,4,5,8,8,7,6,8
17655,Male,68,14.0,6,highly_educated,1,People's Party for Freedom and Democracy,6,7,6,5,6,6,8,8,8,5,7,6
17656,Female,72,3.0,6,lower_educated,1,Democrats '66,5,5,8,2,3,5,5,1,1,3,5,5
17657,Female,50,13.0,1,highly_educated,1,Labour Party,6,7,8,6,6,6,6,8,7,7,7,6
17658,Female,51,6.0,1,mid_educated,1,BoerBurgerBeweging,7,6,7,6,8,7,6,7,8,2,9,8
17659,Female,61,3.0,5,lower_educated,1,Socialist Party,4,6,6,2,4,4,4,6,5,6,4,4
17660,Male,44,10.0,1,mid_educated,8,Not applicable*,5,4,4,5,5,3,88,7,7,6,7,7
17661,Female,75,3.0,6,lower_educated,1,Christian Union,6,6,7,6,6,5,6,7,6,8,6,6
17662,Female,59,14.0,1,highly_educated,1,Democrats '66,7,7,7,7,6,7,8,6,7,7,9,9
17663,Female,23,10.0,1,mid_educated,1,Party for Freedom,4,3,7,3,6,8,9,6,5,2,7,5
17664,Female,77,3.0,6,lower_educated,1,Christian Democratic Appeal,0,3,6,0,5,0,3,0,6,4,5,3
17665,Female,56,10.0,1,mid_educated,2,Not applicable*,7,8,7,6,6,6,6,4,6,5,8,7
17666,Male,71,10.0,6,mid_educated,1,Socialist Party,4,7,5,3,3,2,5,3,6,5,8,8
17667,Male,61,3.0,1,lower_educated,2,Not applicable*,5,6,7,6,7,5,6,7,7,5,7,6
17668,Female,60,9.0,8,mid_educated,1,Christian Democratic Appeal,6,9,9,7,6,7,7,7,7,7,8,7
17669,Male,58,10.0,1,mid_educated,1,Volt,7,6,3,88,4,8,8,5,7,3,5,5
17670,Male,77,18.0,6,highly_educated,1,Socialist Party,7,6,8,5,5,2,7,5,4,6,7,3
17671,Male,56,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,5,8,8,5,5,2,4,3,6,4,9,5
17672,Female,74,3.0,6,lower_educated,1,Labour Party,6,4,7,7,6,7,7,6,7,6,9,6
17673,Female,53,16.0,1,highly_educated,1,BoerBurgerBeweging,0,6,5,1,0,0,3,2,7,1,7,4
17674,Male,15,2.0,2,lower_educated,3,Not applicable*,8,7,8,7,8,88,88,7,8,7,8,7
17675,Female,67,14.0,8,highly_educated,1,Labour Party,7,8,9,7,7,8,8,8,8,7,8,8
17676,Male,63,16.0,1,highly_educated,1,Labour Party,6,5,6,6,6,6,7,8,9,6,9,8
17677,Female,67,8.0,6,mid_educated,1,Don't know*,6,7,8,4,5,3,7,6,6,7,8,6
17678,Female,75,10.0,6,mid_educated,1,Democrats '66,6,7,8,6,88,88,88,6,7,7,7,6
17679,Female,38,17.0,1,highly_educated,1,Labour Party,8,8,8,5,5,4,8,7,7,6,8,6
17680,Female,63,10.0,8,mid_educated,1,Green Left,3,6,8,3,4,4,5,6,8,7,4,5
17681,Male,68,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,4,3,7,0,0,0,0,6,8,8,7,0
17682,Female,45,16.0,1,highly_educated,1,Democrats '66,5,5,6,5,4,6,6,7,8,5,8,6
17683,Male,71,17.0,6,highly_educated,1,People's Party for Freedom and Democracy,6,8,9,5,5,6,8,8,8,6,9,9
17684,Male,34,15.0,8,highly_educated,1,Democrats '66,8,9,8,7,7,7,8,8,8,5,6,6
17685,Male,90,7.0,6,mid_educated,1,Democrats '66,7,7,9,7,7,8,9,8,7,9,8,8
17686,Female,78,3.0,5,lower_educated,1,Labour Party,1,5,5,1,1,3,5,4,1,1,8,5
17687,Female,18,4.0,1,lower_educated,3,Not applicable*,6,6,7,7,6,6,5,6,8,5,6,5
17688,Female,33,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,9,8,8,8,6,0,0,7,7,7,1,0
17689,Male,54,10.0,1,mid_educated,1,Party for the Animals,5,7,7,4,5,3,7,2,2,3,3,4
17690,Male,69,9.0,6,mid_educated,1,Democrats '66,4,6,7,6,6,5,7,8,7,6,8,7
17691,Female,55,1.0,1,lower_educated,2,Not applicable*,0,4,0,0,0,5,0,2,2,3,4,2
17692,Male,74,2.0,6,lower_educated,1,People's Party for Freedom and Democracy,5,4,7,5,5,3,88,7,7,6,5,3
17693,Male,32,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,6,5,7,4,5,5,7,7,7,6,7,6
17694,Male,42,2.0,1,lower_educated,2,Not applicable*,3,7,8,3,4,6,5,4,5,4,6,5
17695,Female,69,3.0,6,lower_educated,2,Not applicable*,3,7,6,4,4,6,6,5,6,8,7,6
17696,Male,58,6.0,1,mid_educated,1,Labour Party,6,7,7,4,4,5,5,7,7,5,8,6
17697,Female,24,10.0,1,mid_educated,1,JA21,4,6,7,5,5,6,6,7,7,8,8,7
17698,Female,27,17.0,1,highly_educated,1,Democrats '66,6,7,7,4,6,8,8,6,7,5,7,7
17699,Male,55,2.0,5,lower_educated,1,Party for Freedom,0,6,6,1,6,0,0,6,6,8,7,7
17700,Male,48,17.0,1,highly_educated,1,Labour Party,7,9,9,7,8,7,7,8,8,7,9,8
17701,Male,72,17.0,6,highly_educated,1,Labour Party,7,9,9,7,7,6,7,8,8,6,7,7
17702,Male,54,17.0,6,highly_educated,3,Not applicable*,7,8,7,5,4,7,7,6,7,7,7,9
17703,Male,63,3.0,9,lower_educated,1,People's Party for Freedom and Democracy,6,4,7,6,6,5,6,6,7,6,7,7
17704,Female,82,3.0,6,lower_educated,1,Christian Democratic Appeal,6,7,6,6,6,6,7,6,7,5,8,7
17705,Female,35,17.0,8,highly_educated,1,Democrats '66,6,8,8,7,5,7,8,7,8,6,8,8
17706,Male,53,11.0,1,mid_educated,1,Green Left,3,6,6,5,5,6,7,4,7,6,7,7
17707,Male,90,3.0,6,lower_educated,1,Christian Democratic Appeal,1,4,7,2,2,6,7,7,7,8,8,6
17708,Female,38,17.0,1,highly_educated,1,Party for the Animals,7,6,5,4,6,5,5,5,5,7,7,7
17709,Female,20,6.0,2,mid_educated,1,Socialist Party,4,6,6,4,5,6,6,7,6,5,7,6
17710,Female,54,14.0,1,highly_educated,1,Christian Union,4,6,6,4,4,6,7,6,4,6,5,5
17711,Male,39,17.0,1,highly_educated,1,Democrats '66,7,8,9,7,7,6,6,8,8,4,8,4
17712,Male,42,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,7,7,3,3,0,6,7,7,6,8,6
17713,Female,51,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,5,7,5,5,5,7,8,7,7,8,7
17714,Male,64,2.0,1,lower_educated,2,Not applicable*,0,7,7,1,1,0,7,7,6,5,8,6
17715,Male,57,16.0,5,highly_educated,1,Labour Party,3,6,7,3,4,4,7,6,7,6,8,6
17716,Female,68,4.0,1,lower_educated,2,Not applicable*,5,6,8,4,4,6,5,7,8,4,6,6
17717,Male,68,17.0,6,highly_educated,1,Party for the Animals,7,9,7,7,7,7,7,7,7,8,6,7
17718,Female,59,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,5,7,7,4,4,4,5,8,8,4,6,5
17719,Female,31,16.0,1,highly_educated,1,Christian Democratic Appeal,3,6,7,2,5,7,5,6,7,8,8,7
17720,Male,56,10.0,1,mid_educated,1,Socialist Party,6,7,8,6,6,5,6,8,9,8,6,5
17721,Male,44,17.0,8,highly_educated,1,Refusal*,4,8,8,5,5,4,3,8,7,7,7,7
17722,Female,60,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,7,8,6,5,5,6,5,7,4,8,6
17723,Female,28,15.0,2,highly_educated,1,Green Left,8,9,8,8,8,8,9,9,8,8,4,3
17724,Female,40,13.0,1,highly_educated,1,Democrats '66,7,7,6,7,7,7,6,7,8,6,6,5
17725,Male,38,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,8,10,10,8,8,7,8,9,9,7,7,3
17726,Female,41,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,7,8,7,6,7,7,6,7,6,8,7
17727,Male,29,14.0,1,highly_educated,1,Christian Union,6,7,8,7,7,7,5,8,8,7,5,5
17728,Male,44,8.0,1,mid_educated,1,Party for Freedom,5,6,7,5,6,6,6,6,7,7,6,6
17729,Male,18,6.0,2,mid_educated,3,Not applicable*,8,7,10,7,7,88,8,6,5,4,3,3
17730,Male,24,9.0,1,mid_educated,1,Party for Freedom,5,6,8,4,5,7,6,7,7,6,7,7
17731,Female,59,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,6,6,4,4,8,8,6,5,5
17732,Male,16,2.0,2,lower_educated,2,Not applicable*,9,7,8,7,8,9,10,8,8,6,7,7
17733,Male,54,17.0,1,highly_educated,1,Christian Union,6,9,9,6,6,5,6,7,7,7,8,4
17734,Male,73,14.0,1,highly_educated,1,Christian Union,6,10,9,6,7,7,8,7,8,7,8,8
17735,Male,41,14.0,1,highly_educated,1,Volt,7,9,8,6,6,6,6,8,7,7,8,6
17736,Male,58,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,3,5,6,3,3,3,4,6,7,7,9,7
17737,Female,16,2.0,2,lower_educated,2,Not applicable*,7,6,6,7,7,8,8,7,7,7,3,2
17738,Female,65,9.0,1,mid_educated,1,50PLUS,5,5,6,7,6,5,5,5,6,5,7,7
17739,Male,54,9.0,1,mid_educated,1,Forum for Democracy,7,8,8,7,6,4,7,6,5,7,9,7
17740,Female,56,10.0,8,mid_educated,1,Party for Freedom,0,2,4,1,0,0,3,0,5,2,0,0
