,age,education,activity_work,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,gender,educational_level,political_trust
17004,58.0,2.0,9.0,2.0,12.8,2.0,66.0,6.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,Female,lower_educated,0.75
17005,32.0,9.0,1.0,1.0,17.0,1.0,17.0,2.0,8.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,Male,mid_educated,5.5
17006,27.0,3.0,1.0,1.0,2.0,2.0,66.0,6.0,7.0,4.0,5.0,6.0,3.0,2.0,3.0,3.0,Male,lower_educated,3.0
17007,64.0,9.0,6.0,1.0,16.0,1.0,16.0,2.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,Male,mid_educated,7.0
17008,68.0,3.0,6.0,1.0,17.0,2.0,66.0,6.0,6.0,4.0,2.0,5.0,3.0,3.0,2.0,4.0,Male,lower_educated,3.0
17009,62.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,Male,lower_educated,7.25
17010,16.0,2.0,2.0,3.0,7.8,2.0,66.0,6.0,5.4,8.0,8.0,9.0,7.0,6.8,8.0,7.8,Female,lower_educated,7.45
17011,82.0,13.0,6.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,3.0,9.0,2.0,2.0,1.0,6.0,Female,highly_educated,2.25
17012,28.0,16.0,1.0,1.0,6.8,2.0,66.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,Female,highly_educated,6.5
17013,36.0,17.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,9.0,9.0,6.0,6.0,7.0,8.0,Female,highly_educated,6.25
17014,54.0,10.0,1.0,1.0,16.0,1.0,16.0,2.0,6.0,7.0,7.0,8.0,5.0,4.0,2.0,8.0,Male,mid_educated,4.5
17015,43.0,17.0,1.0,1.0,6.0,1.0,6.0,2.0,4.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,Female,highly_educated,6.25
17016,21.0,9.0,2.0,2.0,6.4,2.0,66.0,6.0,4.0,7.0,9.0,9.0,8.0,8.0,7.0,7.0,Male,mid_educated,7.5
17017,20.0,7.0,2.0,3.0,15.0,1.0,15.0,1.0,1.0,8.0,9.0,6.0,6.0,7.0,6.0,7.0,Female,mid_educated,6.75
17018,22.0,12.0,2.0,1.0,8.0,1.0,8.0,2.0,2.0,6.0,8.0,7.0,5.0,6.0,8.0,7.0,Female,highly_educated,6.25
17019,29.0,17.0,1.0,1.0,10.0,2.0,66.0,6.0,4.0,6.0,8.0,9.0,6.0,5.0,7.0,7.0,Female,highly_educated,6.0
17020,70.0,17.0,8.0,1.0,6.0,1.0,6.0,2.0,3.0,6.0,7.0,3.0,2.0,0.0,4.0,1.0,Male,highly_educated,3.0
17021,31.0,12.0,1.0,2.0,8.0,1.0,8.0,2.0,1.0,7.0,8.0,7.0,6.0,6.0,7.0,8.0,Male,highly_educated,6.5
17022,71.0,16.0,6.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,8.0,8.0,6.0,6.0,7.0,8.0,Male,highly_educated,6.25
17023,17.0,1.0,2.0,3.0,10.0,1.0,10.0,2.0,3.0,4.0,5.0,7.0,6.0,5.0,5.0,7.0,Female,lower_educated,5.0
17024,43.0,17.0,1.0,2.0,3.0,2.0,66.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,7.0,Male,highly_educated,5.0
17025,68.0,10.0,6.0,1.0,4.0,1.0,4.0,2.0,4.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,Male,mid_educated,5.75
17026,34.0,10.0,1.0,1.0,10.0,1.0,10.0,2.0,1.0,6.0,8.0,6.0,6.0,6.0,7.2,5.0,Female,mid_educated,6.3
17027,51.0,10.0,1.0,1.0,17.0,1.0,17.0,2.0,8.0,1.0,3.0,6.0,3.0,3.0,1.0,7.0,Male,mid_educated,2.0
17028,66.0,17.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,4.0,8.0,9.0,5.0,7.0,8.0,3.0,Male,highly_educated,6.0
17029,70.0,3.0,6.0,1.0,17.0,2.0,66.0,6.0,6.0,6.0,6.0,8.0,5.0,3.0,3.0,4.0,Female,lower_educated,4.25
17030,71.0,17.0,6.0,1.0,8.0,1.0,8.0,3.0,2.0,7.0,8.0,8.0,3.0,3.0,6.0,6.0,Male,highly_educated,4.75
17031,15.0,2.0,2.0,3.0,7.4,2.0,66.0,6.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,Male,lower_educated,7.0
17032,48.0,15.0,1.0,1.0,2.0,2.0,66.0,6.0,2.0,6.0,9.0,10.0,7.0,7.0,6.0,7.0,Female,highly_educated,6.5
17033,37.0,2.0,8.0,1.0,7.0,1.0,7.0,2.0,1.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,Female,lower_educated,6.5
17034,79.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,7.0,6.0,5.0,6.0,6.0,7.0,Female,lower_educated,5.5
17035,19.0,6.0,1.0,3.0,17.0,1.0,17.0,2.0,4.0,5.0,6.0,8.0,5.0,6.0,7.0,8.0,Male,mid_educated,5.75
17036,40.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,2.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,Female,highly_educated,2.5
17037,28.0,9.0,1.0,1.0,13.0,1.0,13.0,2.0,7.0,3.0,7.0,9.0,4.0,4.0,4.0,5.4,Female,mid_educated,3.75
17038,18.0,6.0,2.0,3.0,11.4,2.0,66.0,6.0,6.0,5.0,7.0,7.0,3.0,3.0,2.0,1.0,Male,mid_educated,3.25
17039,80.0,3.0,8.0,2.0,3.6,2.0,66.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,Female,lower_educated,5.75
17040,51.0,10.0,1.0,1.0,8.0,1.0,8.0,2.0,3.0,7.0,9.0,7.0,7.0,4.0,7.0,8.0,Male,mid_educated,6.25
17041,78.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,Female,lower_educated,6.75
17042,52.0,2.0,5.0,1.0,13.0,1.0,13.0,3.0,5.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,Male,lower_educated,0.0
17043,51.0,17.0,1.0,1.0,10.0,2.0,66.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,Male,highly_educated,5.5
17044,35.0,17.0,1.0,1.0,10.0,1.0,10.0,3.0,5.0,7.0,8.0,5.0,5.0,6.0,7.0,7.0,Female,highly_educated,6.25
17045,59.0,17.0,1.0,1.0,6.0,1.0,6.0,3.0,3.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,Male,highly_educated,7.0
17046,70.0,14.0,6.0,1.0,18.0,1.0,18.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,Female,highly_educated,2.5
17047,50.0,10.0,1.0,1.0,17.0,1.0,17.0,3.0,4.0,5.0,6.0,7.0,5.0,5.0,5.0,6.0,Male,mid_educated,5.0
17048,44.0,14.0,1.0,1.0,9.0,2.0,66.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,5.0,7.0,Male,highly_educated,6.0
17049,19.0,4.0,1.0,3.0,7.8,2.0,66.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,Female,lower_educated,6.75
17050,59.0,13.0,1.0,1.0,17.0,1.0,17.0,1.0,10.0,0.0,3.0,6.0,0.0,4.0,0.0,0.0,Male,highly_educated,1.0
17051,61.0,11.0,5.0,2.0,6.0,1.0,6.0,2.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,Female,mid_educated,5.25
17052,41.0,9.0,1.0,1.0,10.0,1.0,10.0,2.0,4.0,5.0,8.0,7.0,0.0,4.0,4.0,7.0,Male,mid_educated,3.25
17053,61.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,5.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,Male,highly_educated,7.75
17054,34.0,13.0,1.0,1.0,5.6,2.0,66.0,6.0,5.0,5.0,6.0,9.0,4.0,5.0,5.0,6.0,Female,highly_educated,4.75
17055,65.0,17.0,1.0,1.0,6.0,1.0,6.0,4.0,4.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,Female,highly_educated,6.75
17056,69.0,9.0,6.0,1.0,10.0,1.0,10.0,2.0,3.0,5.0,8.0,7.6,4.0,6.0,6.0,7.0,Male,mid_educated,5.25
17057,68.0,3.0,6.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,1.0,1.0,0.0,1.0,Male,lower_educated,0.5
17058,72.0,14.0,6.0,2.0,17.0,1.0,17.0,2.0,7.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,Female,highly_educated,3.75
17059,43.0,3.0,1.0,2.0,6.6,2.0,66.0,6.0,4.0,7.0,8.0,8.0,5.0,7.0,7.0,7.0,Male,lower_educated,6.5
17060,68.0,8.0,1.0,1.0,3.0,2.0,66.0,6.0,6.0,2.0,3.0,3.0,1.0,3.0,5.0,6.0,Male,mid_educated,2.75
17061,33.0,17.0,1.0,1.0,6.0,1.0,6.0,2.0,5.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,Female,highly_educated,6.75
17062,36.0,14.0,1.0,3.0,8.0,1.0,8.0,2.0,3.0,7.0,7.0,8.0,6.0,6.0,8.0,7.0,Female,highly_educated,6.75
17063,20.0,9.0,1.0,2.0,8.6,2.0,66.0,6.0,5.0,7.0,4.0,8.0,5.0,5.0,8.0,9.0,Male,mid_educated,6.25
17064,51.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,4.0,6.0,8.0,8.0,5.0,6.0,6.0,7.0,Male,highly_educated,5.75
17065,61.0,3.0,1.0,1.0,4.0,2.0,66.0,6.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,Male,lower_educated,0.75
17066,31.0,16.0,8.0,1.0,8.0,2.0,66.0,6.0,4.0,5.0,6.0,6.0,3.0,3.0,5.6,6.6,Female,highly_educated,4.15
17067,57.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,7.0,0.0,2.0,5.0,4.0,0.0,2.0,6.0,Female,lower_educated,1.5
17068,67.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,9.0,7.0,5.0,6.0,6.0,6.0,5.0,8.0,Male,lower_educated,6.0
17069,46.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,8.0,4.0,4.0,7.0,8.0,Male,highly_educated,4.75
17070,45.0,9.0,5.0,1.0,4.0,2.0,66.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Male,mid_educated,0.75
17071,49.0,3.0,1.0,1.0,5.0,2.0,66.0,6.0,7.0,8.0,7.0,8.0,6.0,6.0,7.0,8.0,Female,lower_educated,6.75
17072,53.0,12.0,1.0,1.0,11.0,2.0,66.0,6.0,3.0,8.0,9.0,9.0,5.0,5.0,4.0,8.0,Male,highly_educated,5.5
17073,69.0,3.0,8.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,5.8,6.0,4.0,4.0,5.0,4.0,Female,lower_educated,4.25
17074,31.0,11.0,8.0,1.0,12.0,1.0,12.0,3.0,2.0,5.0,7.0,9.0,5.0,5.0,5.0,5.0,Female,mid_educated,5.0
17075,49.0,13.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,Female,highly_educated,7.0
17076,73.0,4.0,6.0,1.0,17.0,1.0,17.0,2.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.4,Female,lower_educated,5.0
17077,63.0,17.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,9.0,9.0,5.0,5.0,7.0,6.0,Male,highly_educated,6.25
17078,70.0,18.0,9.0,1.0,8.0,2.0,66.0,6.0,2.0,6.0,8.0,9.0,6.0,6.0,6.0,7.0,Male,highly_educated,6.0
17079,32.0,17.0,1.0,1.0,10.0,1.0,10.0,3.0,5.0,6.0,9.0,9.0,5.0,5.0,2.0,5.0,Female,highly_educated,4.5
17080,58.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,Male,highly_educated,6.5
17081,62.0,4.0,5.0,2.0,4.8,2.0,66.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,Female,lower_educated,5.0
17082,37.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,5.0,8.0,8.0,7.0,5.0,5.0,7.0,8.0,Female,highly_educated,6.25
17083,76.0,13.0,6.0,1.0,4.0,2.0,66.0,6.0,5.0,5.0,8.0,7.0,5.0,4.0,6.0,7.0,Male,highly_educated,5.0
17084,83.0,9.0,8.0,1.0,6.0,2.0,66.0,6.0,6.0,8.0,10.0,9.0,8.0,8.0,7.0,7.0,Male,mid_educated,7.75
17085,70.0,17.0,6.0,3.0,6.6,2.0,66.0,6.0,6.0,5.0,5.0,7.0,3.0,5.0,5.0,6.0,Female,highly_educated,4.5
17086,39.0,6.0,1.0,1.0,8.0,2.0,66.0,6.0,5.0,6.0,7.0,8.0,4.0,5.0,7.0,7.0,Male,mid_educated,5.5
17087,66.0,14.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,Female,highly_educated,4.5
17088,50.0,3.0,1.0,1.0,13.0,1.0,13.0,2.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,Male,lower_educated,0.5
17089,26.0,9.0,1.0,2.0,6.6,2.0,66.0,6.0,5.0,6.0,5.0,4.0,4.0,3.0,5.0,5.0,Male,mid_educated,4.5
17090,59.0,9.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,Male,mid_educated,6.75
17091,56.0,3.0,8.0,1.0,9.4,2.0,66.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.2,Female,lower_educated,4.75
17092,57.0,10.0,1.0,1.0,15.0,1.0,15.0,2.0,2.0,8.0,9.0,10.0,8.0,7.0,8.0,8.0,Male,mid_educated,7.75
17093,42.0,16.0,1.0,2.0,11.8,2.0,66.0,6.0,3.0,8.0,10.0,9.0,7.0,7.0,7.0,7.0,Male,highly_educated,7.25
17094,78.0,3.0,8.0,1.0,5.0,1.0,5.0,2.0,7.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,Male,lower_educated,7.25
17095,50.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,2.0,8.0,0.0,0.0,4.0,4.0,Male,mid_educated,2.5
17096,25.0,10.0,1.0,1.0,17.0,1.0,17.0,2.0,4.0,4.0,4.0,6.0,7.0,7.0,9.0,10.0,Male,mid_educated,6.75
17097,44.0,14.0,1.0,1.0,9.0,1.0,9.0,2.0,5.0,6.0,7.0,8.0,6.0,4.0,3.0,6.0,Male,highly_educated,4.75
17098,43.0,8.0,1.0,1.0,17.0,1.0,17.0,2.0,6.0,4.0,8.0,9.0,4.0,3.0,4.0,5.0,Female,mid_educated,3.75
17099,51.0,14.0,1.0,1.0,77.0,1.0,77.0,6.0,5.6,8.0,10.0,9.0,7.0,8.0,7.0,7.0,Male,highly_educated,7.5
17100,61.0,4.0,8.0,1.0,10.0,1.0,10.0,2.0,3.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,Female,lower_educated,6.75
17101,88.0,2.0,6.0,1.0,77.0,1.0,77.0,6.0,7.0,8.0,7.0,8.0,7.0,5.0,4.0,2.0,Male,lower_educated,6.0
17102,21.0,7.0,2.0,1.0,6.0,2.0,66.0,6.0,4.0,4.0,7.0,8.0,5.0,5.0,6.0,8.0,Female,mid_educated,5.0
17103,68.0,5.0,6.0,1.0,5.0,1.0,5.0,2.0,5.0,6.0,6.0,8.0,5.0,6.0,6.0,7.0,Female,lower_educated,5.75
17104,41.0,16.0,1.0,1.0,5.4,2.0,66.0,6.0,8.0,3.0,5.0,7.0,2.0,2.0,2.0,2.0,Female,highly_educated,2.25
17105,32.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,Male,mid_educated,7.0
17106,42.0,14.0,1.0,1.0,10.0,1.0,10.0,2.0,1.0,2.0,8.0,8.0,1.0,0.0,0.0,7.0,Male,highly_educated,0.75
17107,67.0,9.0,9.0,1.0,5.0,1.0,5.0,2.0,6.0,3.0,4.0,7.0,2.0,3.0,3.0,3.0,Female,mid_educated,2.75
17108,56.0,3.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Male,lower_educated,6.5
17109,36.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,9.0,6.0,5.0,4.0,6.0,4.0,Male,mid_educated,5.75
17110,41.0,4.0,1.0,1.0,10.0,2.0,66.0,6.0,3.0,7.0,9.0,7.0,3.0,4.0,5.0,8.0,Male,lower_educated,4.75
17111,73.0,17.0,8.0,1.0,6.0,1.0,6.0,1.0,4.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,Male,highly_educated,7.75
17112,45.0,17.0,1.0,1.0,6.0,1.0,6.0,2.0,3.0,7.0,9.0,9.0,7.0,6.0,7.0,7.0,Male,highly_educated,6.75
17113,60.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,7.0,5.0,6.0,8.0,6.0,6.0,6.2,7.0,Female,highly_educated,5.8
17114,65.0,16.0,9.0,1.0,8.0,1.0,8.0,2.0,3.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,Male,highly_educated,7.0
17115,66.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,9.0,9.0,8.0,7.0,7.0,9.0,Male,mid_educated,7.5
17116,65.0,3.0,5.0,1.0,10.0,2.0,66.0,6.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,3.2,Female,lower_educated,0.0
17117,63.0,9.0,5.0,2.0,4.0,1.0,4.0,2.0,9.0,3.0,0.0,7.0,0.0,2.0,0.0,4.0,Male,mid_educated,1.25
17118,61.0,3.0,5.0,1.0,2.0,1.0,2.0,3.0,5.0,7.0,7.0,6.0,5.0,6.0,7.0,4.0,Female,lower_educated,6.25
17119,53.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,5.0,7.0,7.0,5.0,6.0,6.0,7.0,Male,lower_educated,5.5
17120,44.0,17.0,1.0,1.0,18.0,1.0,18.0,3.0,5.0,7.0,8.0,6.0,3.0,5.0,4.0,7.0,Male,highly_educated,4.75
17121,36.0,14.0,1.0,3.0,6.2,2.0,66.0,6.0,2.0,8.0,9.0,8.0,4.0,3.0,8.0,3.0,Male,highly_educated,5.75
17122,52.0,9.0,1.0,2.0,4.0,2.0,66.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,Female,mid_educated,7.5
17123,52.0,13.0,1.0,1.0,7.4,2.0,66.0,6.0,3.0,2.0,8.0,8.0,3.0,3.0,4.0,3.0,Female,highly_educated,3.0
17124,36.0,14.0,1.0,1.0,8.0,2.0,66.0,6.0,4.0,8.0,8.0,10.0,6.0,6.0,8.0,9.0,Female,highly_educated,7.0
17125,47.0,5.0,1.0,2.0,9.0,2.0,66.0,6.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0,Female,lower_educated,5.0
17126,82.0,3.0,6.0,1.0,1.0,2.0,66.0,6.0,6.0,5.0,4.2,5.6,4.4,3.8,3.8,5.2,Male,lower_educated,4.25
17127,42.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,8.0,Male,highly_educated,6.0
17128,84.0,2.0,6.0,1.0,5.0,1.0,5.0,2.0,10.0,7.0,7.0,7.0,8.0,7.0,7.0,6.4,Female,lower_educated,7.25
17129,47.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,Male,highly_educated,5.5
17130,26.0,14.0,3.0,2.0,5.6,2.0,66.0,6.0,5.0,6.0,8.0,3.0,5.0,6.0,7.0,7.0,Male,highly_educated,6.0
17131,86.0,7.0,6.0,1.0,17.0,1.0,17.0,2.0,8.0,4.0,6.0,6.0,3.0,5.0,5.0,5.0,Male,mid_educated,4.25
17132,41.0,17.0,8.0,1.0,1.0,1.0,1.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,Female,highly_educated,8.0
17133,65.0,16.0,1.0,1.0,5.8,2.0,66.0,6.0,2.0,4.0,6.0,5.0,4.0,4.0,3.0,5.0,Female,highly_educated,3.75
17134,52.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,4.0,5.0,5.0,4.0,3.0,4.0,6.0,Male,highly_educated,3.75
17135,36.0,9.0,8.0,1.0,10.0,1.0,10.0,2.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,Female,mid_educated,7.0
17136,19.0,6.0,2.0,3.0,17.0,1.0,17.0,3.0,6.0,5.0,7.0,7.0,4.0,5.0,6.0,7.0,Female,mid_educated,5.0
17137,70.0,14.0,6.0,2.0,4.2,2.0,66.0,6.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,Female,highly_educated,0.0
17138,87.0,17.0,6.0,1.0,5.0,2.0,66.0,6.0,3.0,7.0,8.0,9.0,7.0,5.0,8.0,6.0,Male,highly_educated,6.75
17139,51.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,Male,highly_educated,7.75
17140,38.0,17.0,1.0,2.0,3.0,2.0,66.0,6.0,5.0,8.0,10.0,10.0,8.0,5.0,10.0,6.0,Male,highly_educated,7.75
17141,59.0,12.0,8.0,1.0,1.0,2.0,66.0,6.0,7.0,3.0,6.0,7.0,4.0,4.0,4.0,7.0,Female,highly_educated,3.75
17142,68.0,16.0,6.0,1.0,8.0,1.0,8.0,2.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,Male,highly_educated,6.0
17143,46.0,10.0,1.0,1.0,10.0,1.0,10.0,2.0,2.0,7.0,8.0,8.0,5.0,5.0,7.0,8.0,Male,mid_educated,6.0
17144,17.0,2.0,1.0,3.0,7.4,2.0,66.0,6.0,6.0,6.0,9.0,9.0,3.0,4.0,4.0,7.0,Male,lower_educated,4.25
17145,77.0,3.0,6.0,1.0,4.0,2.0,66.0,6.0,3.0,5.0,7.0,7.0,3.0,3.0,3.0,3.0,Female,lower_educated,3.5
17146,43.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,7.2,Female,highly_educated,7.0
17147,52.0,13.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,4.0,7.0,8.0,2.0,3.0,5.0,4.0,Female,highly_educated,3.5
17148,23.0,10.0,1.0,1.0,6.0,1.0,6.0,2.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,8.0,Male,mid_educated,6.75
17149,54.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,5.0,Female,highly_educated,6.0
17150,24.0,9.0,1.0,1.0,17.0,1.0,17.0,2.0,3.0,4.0,8.0,10.0,5.0,5.0,6.0,7.0,Male,mid_educated,5.0
17151,57.0,16.0,1.0,1.0,7.0,1.0,7.0,2.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,7.0,Female,highly_educated,6.5
17152,35.0,14.0,1.0,2.0,5.0,2.0,66.0,6.0,7.0,1.0,6.0,6.0,0.0,4.0,3.0,6.0,Male,highly_educated,2.0
17153,57.0,4.0,8.0,1.0,10.0,1.0,10.0,1.0,2.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,Female,lower_educated,6.75
17154,72.0,17.0,7.0,1.0,8.0,1.0,8.0,2.0,2.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,Female,highly_educated,6.5
17155,35.0,9.0,1.0,1.0,5.0,1.0,5.0,2.0,6.0,8.0,8.0,9.0,7.0,7.0,7.0,6.0,Female,mid_educated,7.25
17156,72.0,8.0,1.0,1.0,11.0,2.0,66.0,6.0,5.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,Male,mid_educated,2.0
17157,29.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,9.0,8.0,4.0,5.0,6.0,8.0,Female,highly_educated,5.5
17158,37.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,4.0,6.0,8.0,7.0,7.0,4.0,6.0,Male,mid_educated,5.5
17159,58.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,Male,highly_educated,6.25
17160,68.0,4.0,6.0,1.0,2.0,2.0,66.0,6.0,4.0,5.0,4.0,7.0,6.0,5.0,7.0,7.0,Male,lower_educated,5.75
17161,16.0,2.0,1.0,3.0,7.4,2.0,66.0,6.0,4.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,Male,lower_educated,7.5
17162,54.0,10.0,1.0,1.0,7.0,2.0,66.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.2,7.0,Male,mid_educated,6.55
17163,15.0,2.0,2.0,3.0,7.4,2.0,66.0,6.0,4.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,Female,lower_educated,7.25
17164,64.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,6.0,8.0,7.0,6.0,6.0,6.0,5.0,Male,highly_educated,6.0
17165,16.0,2.0,2.0,3.0,7.8,2.0,66.0,6.0,2.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,Female,lower_educated,6.25
17166,64.0,2.0,8.0,1.0,3.0,1.0,3.0,2.0,5.2,4.0,3.0,7.0,4.0,5.0,4.6,7.0,Female,lower_educated,4.4
17167,34.0,14.0,1.0,1.0,10.0,1.0,10.0,2.0,2.0,6.0,7.0,5.0,6.0,6.0,8.0,6.6,Male,highly_educated,6.5
17168,41.0,14.0,8.0,1.0,1.0,2.0,66.0,6.0,6.0,0.0,4.0,8.0,1.0,1.0,2.6,6.0,Female,highly_educated,1.15
17169,50.0,6.0,1.0,1.0,17.0,1.0,17.0,2.0,4.0,4.0,8.0,8.0,4.0,3.0,4.0,4.0,Female,mid_educated,3.75
17170,70.0,3.0,6.0,1.0,18.0,1.0,18.0,3.0,8.0,4.0,5.0,2.0,5.0,6.0,4.0,6.0,Female,lower_educated,4.75
17171,71.0,7.0,6.0,1.0,6.0,2.0,66.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,Male,mid_educated,6.0
17172,50.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,3.0,6.0,6.0,4.0,4.0,5.0,Male,highly_educated,4.25
17173,38.0,10.0,8.0,2.0,8.8,2.0,66.0,6.0,4.2,4.0,6.0,7.0,7.0,1.0,3.0,7.0,Female,mid_educated,3.75
17174,62.0,14.0,1.0,1.0,15.0,1.0,15.0,2.0,3.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,Male,highly_educated,6.75
17175,25.0,10.0,1.0,1.0,7.0,1.0,7.0,2.0,5.0,7.0,6.0,8.0,6.0,5.0,7.6,8.0,Female,mid_educated,6.4
17176,28.0,14.0,1.0,1.0,4.0,2.0,66.0,6.0,4.0,5.0,7.0,7.0,6.0,6.0,5.0,7.0,Female,highly_educated,5.5
